Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
497,2004,NBA,1,17,ATL,Josh Smith\smithjo03,18.206,F,us,,2005,2018,894,32.4,14.5,7.4,3.1,1.2,1.9,.452,.480,.285,.632,51.0,.084
498,2004,NBA,1,18,NOH,J.R. Smith\smithjr01,18.293,G-F,us,,2005,2018,955,27.1,12.6,3.2,2.1,1.0,0.2,.419,.464,.374,.732,46.6,.087
499,2004,NBA,1,19,MIA,Dorell Wright\wrighdo01,18.209,F-G,us,,2005,2015,549,22.4,8.4,3.8,1.5,0.8,0.5,.424,.469,.365,.806,25.9,.101
500,2004,NBA,1,20,DEN,Jameer Nelson\nelsoja01,22.141,G,us,Saint Joseph's University,2005,2018,878,27.9,11.3,3.0,5.1,0.9,0.1,.436,.474,.368,.810,48.2,.094
501,2004,NBA,1,21,UTA,Pavel Podkolzin\podkopa01,19.165,C,ru,,2005,2006,6,4.7,0.7,1.5,0.0,0.0,0.2,.000,.000,,.500,-0.1,-0.163
502,2004,NBA,1,22,NJN,Viktor Khryapa\khryavi01,21.331,F,ua,,2005,2008,143,16.4,4.5,3.4,1.0,0.6,0.3,.443,.457,.292,.658,2.0,.041
503,2004,NBA,1,23,POR,Sergei Monia\moniase01,21.076,F,ru,,2006,2006,26,13.2,3.0,2.0,0.7,0.3,0.2,.333,.377,.265,.714,-0.2,-0.025
504,2004,NBA,1,24,BOS,Delonte West\westde01,20.339,G,us,Saint Joseph's University,2005,2012,432,27.4,9.7,2.9,3.6,1.1,0.4,.448,.479,.372,.826,24.5,.099
505,2004,NBA,1,25,BOS,Tony Allen\allento01,22.170,G-F,us,Oklahoma State University,2005,2018,820,22.0,8.1,3.5,1.3,1.4,0.4,.475,.492,.282,.709,38.7,.103
506,2004,NBA,1,26,SAC,Kevin Martin\martike02,21.149,G,us,Western Carolina University,2005,2016,714,30.2,17.4,3.2,1.9,0.9,0.1,.437,.464,.384,.870,61.3,.137
507,2004,NBA,1,27,LAL,Sasha Vujacic\vujacsa01,20.113,G,si,,2005,2017,581,15.3,5.3,1.9,1.3,0.6,0.1,.390,.415,.367,.858,16.0,.086
508,2004,NBA,1,28,SAS,Beno Udrih\udrihbe01,21.360,G,si,,2005,2017,831,21.9,8.4,2.1,3.4,0.7,0.1,.463,.496,.349,.833,31.4,.083
509,2004,NBA,1,29,IND,David Harrison\harrida01,21.319,C,us,University of Colorado,2005,2008,189,14.2,5.0,2.9,0.2,0.3,1.0,.530,.530,,.525,3.2,.057
510,2004,NBA,2,30,ORL,Anderson Varejao\varejan01,21.275,F-C,br,,2005,2017,627,24.0,7.3,7.2,1.2,0.9,0.6,.510,.516,.024,.631,46.4,.148
511,2004,NBA,2,31,CHI,Jackson Vroman\vromaja01,23.024,F-C,us,Iowa State University,2005,2006,87,12.8,3.3,3.0,0.6,0.4,0.3,.408,.412,.000,.580,0.0,.001
512,2004,NBA,2,32,WAS,Peter John Ramos\ramospe01,19.047,C,pr,,2005,2005,6,3.3,1.8,0.7,0.0,0.0,0.2,.500,.500,,.500,0.0,-0.108
513,2004,NBA,2,33,LAC,Lionel Chalmers\chalmli01,23.232,G,us,Xavier University,2005,2005,36,12.0,3.1,0.9,1.4,0.4,0.0,.336,.395,.245,.625,-0.2,-0.025
514,2004,NBA,2,34,ATL,Donta Smith\smithdo04,20.215,G-F,us,Southeastern Illinois College,2005,2006,61,9.2,2.7,1.1,0.8,0.5,0.1,.421,.447,.308,.650,0.5,.043
515,2004,NBA,2,35,SEA,Andre Emmett\emmetan01,21.307,F,us,Texas Tech University,2005,2012,14,5.2,1.4,0.6,0.1,0.1,0.1,.462,.500,.000,.615,0.1,.040
516,2004,NBA,2,36,ORL,Antonio Burks\burksan01,24.126,G,us,University of Memphis,2005,2006,81,9.7,2.3,0.6,1.3,0.4,0.0,.387,.401,.235,.571,0.1,.004
517,2004,NBA,2,37,ATL,Royal Ivey\iveyro01,22.192,G,us,University of Texas at Austin,2005,2014,492,12.5,3.3,1.1,1.0,0.5,0.1,.406,.425,.361,.706,4.5,.035
518,2004,NBA,2,38,CHI,Chris Duhon\duhonch01,21.303,G,us,Duke University,2005,2013,606,25.6,6.5,2.3,4.4,0.8,0.1,.393,.426,.363,.784,25.0,.077
519,2004,NBA,2,39,TOR,Albert Miralles\miralal01,22.047,C,es,,,,,,,,,,,,,,,,
520,2004,NBA,2,40,BOS,Justin Reed\reedju01,22.165,F,us,University of Mississippi,2005,2007,136,10.6,3.5,1.4,0.5,0.2,0.1,.404,.407,.000,.752,0.5,.016
521,2004,NBA,2,41,SEA,David Young,,,,North Carolina Central University,,,,,,,,,,,,,,,
522,2004,NBA,2,42,ATL,Viktor Sanikidze\sanikvi01,18.089,F,ge,,,,,,,,,,,,,,,,
523,2004,NBA,2,43,NYK,Trevor Ariza\arizatr01,18.364,F,us,University of California Los Angeles,2005,2018,939,29.5,10.5,4.8,2.1,1.5,0.3,.425,.481,.354,.723,57.4,.099
524,2004,NBA,2,44,NOH,Tim Pickett,,,,Florida State University,,,,,,,,,,,,,,,
525,2004,NBA,2,45,CHA,Bernard Robinson\robinbe01,23.186,G-F,us,University of Michigan,2005,2007,128,14.9,4.5,2.5,1.0,0.9,0.1,.417,.434,.161,.786,2.0,.049
526,2004,NBA,2,46,POR,Ha Seung-Jin\seungha01,18.329,C,kr,,2005,2006,46,6.9,1.5,1.5,0.1,0.1,0.3,.519,.519,,.500,-0.2,-0.029
527,2004,NBA,2,47,MIA,Pape Sow\sowpa01,22.220,F,sn,California State University Fullerton,2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,.416,.416,,.678,0.8,.044
528,2004,NBA,2,48,SAC,Ricky Minard,,,,Morehead State University,,,,,,,,,,,,,,,
529,2004,NBA,2,49,MEM,Sergei Lishouk\lishcse01,22.091,C-F,ua,,,,,,,,,,,,,,,,
530,2004,NBA,2,50,DAL,Vassilis Spanoulis\spanova01,21.327,G,gr,,2007,2007,31,8.8,2.7,0.7,0.9,0.2,0.0,.319,.419,.172,.810,-0.1,-0.010
531,2004,NBA,2,51,NJN,Christian Drejer,,,,University of Florida,,,,,,,,,,,,,,,
532,2004,NBA,2,52,SAS,Romain Sato,,,,Xavier University,,,,,,,,,,,,,,,
533,2004,NBA,2,53,MIA,Matt Freije\freijma01,22.271,F,us,Vanderbilt University,2005,2007,42,14.0,3.2,2.0,0.6,0.4,0.1,.293,.343,.224,.714,-0.6,-0.047
534,2004,NBA,2,54,DET,Rickey Paulding,,,,University of Missouri,,,,,,,,,,,,,,,
535,2004,NBA,2,55,HOU,Luis Flores\florelu01,23.080,G,do,Manhattan College,2005,2005,16,4.8,2.2,0.2,0.7,0.1,0.0,.483,.474,.500,1.000,0.0,-0.020
536,2004,NBA,2,56,LAL,Marcus Douthit,,,,Providence College,,,,,,,,,,,,,,,
537,2004,NBA,2,57,SAS,Sergei Karaulov\karause01,22.076,C,uz,,,,,,,,,,,,,,,,
538,2004,NBA,2,58,MIN,Blake Stepp,,,,Gonzaga University,,,,,,,,,,,,,,,
539,2004,NBA,2,59,IND,Rashad Wright,,,,University of Georgia,,,,,,,,,,,,,,,
540,2003,NBA,1,1,CLE,LeBron James\jamesle01,18.182,F-G,us,,2004,2018,1138,38.8,27.2,7.4,7.2,1.6,0.8,.504,.546,.343,.739,218.6,.238
541,2003,NBA,1,2,DET,Darko Milicic\milicda01,18.010,F-C,rs,,2004,2013,468,18.5,6.0,4.2,0.9,0.4,1.3,.460,.461,.000,.574,7.1,.040
542,2003,NBA,1,3,DEN,Carmelo Anthony\anthoca01,19.032,F,us,Syracuse University,2004,2018,1050,35.9,24.2,6.5,3.0,1.0,0.5,.449,.473,.348,.812,100.5,.128
543,2003,NBA,1,4,TOR,Chris Bosh\boshch01,19.098,F-C,us,Georgia Institute of Technology,2004,2016,893,35.8,19.2,8.5,2.0,0.8,1.0,.494,.506,.335,.799,106.0,.159
544,2003,NBA,1,5,MIA,Dwyane Wade\wadedw01,21.165,G,us,Marquette University,2004,2018,978,34.6,22.5,4.7,5.5,1.6,0.9,.483,.504,.288,.767,118.5,.168
545,2003,NBA,1,6,LAC,Chris Kaman\kamanch01,21.064,C,us,Central Michigan University,2004,2016,735,26.7,11.2,7.6,1.3,0.4,1.3,.489,.490,.042,.743,24.6,.060
546,2003,NBA,1,7,CHI,Kirk Hinrich\hinriki01,22.180,G,us,University of Kansas,2004,2016,879,30.7,10.9,2.9,4.8,1.1,0.3,.411,.432,.375,.800,52.5,.093
547,2003,NBA,1,8,MIL,T.J. Ford\fordtj01,20.099,G,us,University of Texas at Austin,2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,.433,.450,.289,.815,16.9,.068
548,2003,NBA,1,9,NYK,Mike Sweetney\sweetmi01,20.249,F,us,Georgetown University,2004,2007,233,15.5,6.5,4.5,0.6,0.3,0.5,.485,.485,.000,.689,7.8,.103
549,2003,NBA,1,10,WAS,Jarvis Hayes\hayesja01,21.326,F,us,University of Georgia,2004,2010,427,23.2,8.3,3.1,1.1,0.7,0.1,.415,.444,.356,.798,10.2,.049
550,2003,NBA,1,11,GSW,Mickael Pietrus\pietrmi01,21.144,G-F,gp,,2004,2013,557,21.5,8.3,3.1,0.8,0.7,0.4,.425,.495,.355,.665,19.7,.079
551,2003,NBA,1,12,SEA,Nick Collison\collini01,22.248,F,us,University of Kansas,2005,2018,908,20.5,5.9,5.2,1.0,0.5,0.5,.534,.542,.208,.725,44.5,.115
552,2003,NBA,1,13,MEM,Marcus Banks\banksma01,21.224,G,us,University of Nevada Las Vegas,2004,2011,348,16.0,5.9,1.5,2.1,0.8,0.2,.432,.462,.327,.768,6.6,.057
553,2003,NBA,1,14,SEA,Luke Ridnour\ridnolu01,22.138,G,us,University of Oregon,2004,2015,830,26.1,9.3,2.3,4.5,1.0,0.2,.431,.458,.349,.862,36.0,.080
554,2003,NBA,1,15,ORL,Reece Gaines\gainere01,22.175,G,us,University of Louisville,2004,2006,71,8.5,1.7,0.7,0.7,0.2,0.0,.324,.336,.269,.606,-0.6,-0.049
555,2003,NBA,1,16,BOS,Troy Bell\belltr01,22.233,G,us,Boston College,2004,2004,6,5.7,1.8,0.7,0.7,0.2,0.0,.222,.286,.000,1.000,-0.2,-0.326
556,2003,NBA,1,17,PHO,Zarko Cabarkapa\cabarza01,22.041,F,rs,,2004,2006,150,10.3,4.3,2.1,0.6,0.2,0.2,.427,.457,.273,.733,1.1,.035
557,2003,NBA,1,18,NOH,David West\westda01,22.306,F,us,Xavier University,2004,2018,1029,28.3,13.6,6.4,2.2,0.7,0.8,.495,.500,.265,.817,85.7,.141
558,2003,NBA,1,19,UTA,Sasha Pavlovic\pavloal01,19.228,G-F,me,,2004,2013,567,15.7,4.9,1.8,0.9,0.5,0.2,.404,.433,.346,.673,7.0,.038
559,2003,NBA,1,20,BOS,Dahntay Jones\jonesda02,22.186,G-F,us,Duke University,2004,2017,624,15.7,5.4,1.7,0.8,0.4,0.2,.439,.454,.329,.751,9.9,.048
560,2003,NBA,1,21,ATL,Boris Diaw\diawbo01,21.076,F-C,fr,,2004,2017,1064,27.0,8.6,4.4,3.5,0.6,0.5,.493,.529,.336,.717,51.6,.086
561,2003,NBA,1,22,NJN,Zoran Planinic\planizo01,20.292,G,ba,,2004,2006,148,10.7,3.8,1.3,1.1,0.4,0.0,.405,.447,.289,.677,1.5,.046
562,2003,NBA,1,23,POR,Travis Outlaw\outlatr01,18.285,F,us,,2004,2014,622,20.9,8.5,3.2,0.8,0.5,0.6,.423,.447,.337,.744,16.5,.061
563,2003,NBA,1,24,LAL,Brian Cook\cookbr01,22.209,F,us,University of Illinois at Urbana-Champaign,2004,2012,421,13.4,5.5,2.6,0.6,0.3,0.3,.439,.467,.382,.783,10.2,.086
564,2003,NBA,1,25,DET,Carlos Delfino\delfica01,20.306,G,ar,,2005,2013,507,22.8,8.1,3.6,1.7,0.9,0.2,.401,.438,.365,.758,22.5,.093
565,2003,NBA,1,26,MIN,Ndudi Ebi\ebind01,19.012,F,gb,,2004,2005,19,4.5,2.1,1.0,0.2,0.1,0.3,.486,.500,.000,.462,0.1,.051
566,2003,NBA,1,27,MEM,Kendrick Perkins\perkike01,18.232,C,us,,2004,2016,781,22.0,5.4,5.8,1.0,0.3,1.2,.530,.532,.000,.594,27.9,.078
567,2003,NBA,1,28,SAS,Leandro Barbosa\barbole01,20.215,G,br,,2004,2017,850,21.6,10.6,2.0,2.1,0.8,0.1,.459,.498,.387,.821,37.4,.098
568,2003,NBA,1,29,DAL,Josh Howard\howarjo01,23.064,F-G,us,Wake Forest University,2004,2013,507,30.3,14.3,5.7,1.6,1.0,0.5,.448,.471,.332,.770,38.0,.119
569,2003,NBA,2,30,NYK,Maciej Lampe\lampema01,18.145,C,pl,,2004,2006,64,9.9,3.4,2.2,0.3,0.1,0.2,.407,.413,.250,.676,-0.2,-0.014
570,2003,NBA,2,31,CLE,Jason Kapono\kaponja01,22.147,F,us,University of California Los Angeles,2004,2012,509,17.8,6.7,1.7,0.8,0.4,0.0,.442,.446,.434,.835,10.3,.055
571,2003,NBA,2,32,LAL,Luke Walton\waltolu01,23.095,F,us,University of Arizona,2004,2013,564,17.2,4.7,2.8,2.3,0.6,0.2,.429,.459,.326,.715,13.5,.067
572,2003,NBA,2,33,MIA,Jerome Beasley\beaslje01,23.045,F,us,University of North Dakota,2004,2004,2,2.5,1.0,0.5,0.0,0.0,0.0,.333,.333,,,0.0,-0.117
573,2003,NBA,2,34,LAC,Sofoklis Schortsanitis\schorso01,18.008,C,cm,,,,,,,,,,,,,,,,
574,2003,NBA,2,35,MIL,Szymon Szewczyk\szewcsz01,20.192,F-C,pl,,,,,,,,,,,,,,,,
575,2003,NBA,2,36,CHI,Mario Austin\austima01,21.125,F-C,us,Mississippi State University,,,,,,,,,,,,,,,
576,2003,NBA,2,37,ATL,Travis Hansen\hansetr01,25.078,G,us,Brigham Young University,2004,2004,41,12.4,3.0,1.7,0.5,0.2,0.2,.354,.370,.300,.815,0.2,.019
577,2003,NBA,2,38,WAS,Steve Blake\blakest01,23.126,G,us,University of Maryland,2004,2016,870,23.9,6.5,2.1,4.0,0.7,0.1,.401,.420,.383,.779,29.1,.067
578,2003,NBA,2,39,NYK,Slavko Vranes\vranesl01,20.152,C,rs,,2004,2004,1,3.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.371
579,2003,NBA,2,40,GSW,Derrick Zimmerman\zimmede01,21.211,G,us,Mississippi State University,2006,2006,2,16.0,2.0,2.0,3.5,0.0,0.0,.667,.667,,,0.0,.004
580,2003,NBA,2,41,SEA,Willie Green\greenwi01,21.338,G,us,University of Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,.425,.454,.346,.765,12.9,.042
581,2003,NBA,2,42,ORL,Zaza Pachulia\pachuza01,19.141,C,ge,,2004,2018,1026,20.8,7.0,5.9,1.3,0.7,0.4,.470,.472,.000,.749,50.2,.113
582,2003,NBA,2,43,MIL,Keith Bogans\boganke01,23.050,G-F,us,University of Kentucky,2004,2014,671,21.6,6.3,2.7,1.3,0.6,0.1,.394,.442,.353,.716,20.4,.068
583,2003,NBA,2,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,,
584,2003,NBA,2,45,CHI,Matt Bonner\bonnema01,23.087,F,us,University of Florida,2005,2016,792,16.9,5.8,3.0,0.7,0.4,0.3,.464,.516,.414,.780,38.5,.138
585,2003,NBA,2,46,DEN,Sani Becirovic\becirsa01,22.043,G,si,,,,,,,,,,,,,,,,
586,2003,NBA,2,47,UTA,Mo Williams\willima01,20.194,G,us,University of Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,.434,.460,.378,.871,40.0,.080
587,2003,NBA,2,48,NOH,James Lang\langja01,19.257,C,us,,2007,2007,11,5.0,1.0,1.0,0.2,0.0,0.3,.444,.444,,.600,0.1,.047
588,2003,NBA,2,49,IND,James Jones\jonesja02,22.270,F-G,us,University of Miami,2004,2017,709,15.7,5.2,1.8,0.5,0.3,0.3,.401,.402,.401,.840,25.2,.109
589,2003,NBA,2,50,PHI,Paccelis Morlende\morlepa01,22.073,G,fr,,,,,,,,,,,,,,,,
590,2003,NBA,2,51,NJN,Kyle Korver\korveky01,22.106,G-F,us,Creighton University,2004,2018,1100,26.2,9.9,3.0,1.8,0.7,0.3,.444,.463,.432,.880,68.6,.114
591,2003,NBA,2,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,,,,
592,2003,NBA,2,53,CHI,Tommy Smith,,,,Arizona State University,,,,,,,,,,,,,,,
593,2003,NBA,2,54,POR,Nedzad Sinanovic\sinanne01,20.153,C,ba,,,,,,,,,,,,,,,,
594,2003,NBA,2,55,MIN,Rick Rickert,,,,University of Minnesota,,,,,,,,,,,,,,,
595,2003,NBA,2,56,BOS,Brandon Hunter\huntebr01,22.219,F,us,Ohio University,2004,2005,67,9.4,3.3,2.8,0.3,0.3,0.1,.476,.484,.000,.488,0.7,.055
596,2003,NBA,2,57,DAL,Xue Yuyang\yuyanxu01,20.239,F-C,cn,,,,,,,,,,,,,,,,
597,2003,NBA,2,58,DET,Andreas Glyniadakis\glynian01,21.314,C,gr,,2007,2007,13,6.2,1.3,0.6,0.1,0.0,0.0,.471,.471,,.500,-0.2,-0.143
598,2002,NBA,1,1,HOU,Yao Ming\mingya01,21.292,C,cn,,2003,2011,486,32.5,19.0,9.2,1.6,0.4,1.9,.524,.525,.200,.833,65.9,.200
599,2002,NBA,1,2,CHI,Jay Williams\willija03,20.294,G,us,Duke University,2003,2003,75,26.1,9.5,2.6,4.7,1.1,0.2,.399,.431,.322,.640,0.8,.020
600,2002,NBA,1,3,GSW,Mike Dunleavy\dunlemi02,21.289,F-G,us,Duke University,2003,2017,986,27.7,11.2,4.3,2.2,0.7,0.3,.441,.481,.377,.803,58.5,.103
601,2002,NBA,1,4,MEM,Drew Gooden\goodedr01,20.280,F,us,University of Kansas,2003,2016,790,25.5,11.0,7.1,1.1,0.7,0.6,.462,.471,.257,.760,43.9,.105
602,2002,NBA,1,5,DEN,Nikoloz Tskitishvili\tskitni01,19.078,F,ge,,2003,2006,172,11.3,2.9,1.8,0.7,0.3,0.3,.304,.332,.235,.730,-1.6,-0.039
603,2002,NBA,1,6,CLE,Dajuan Wagner\wagneda02,19.147,G,us,University of Memphis,2003,2007,103,21.4,9.4,1.4,1.9,0.7,0.1,.366,.385,.321,.770,0.0,.000
604,2002,NBA,1,7,NYK,Nene Hilario\hilarne01,19.291,F-C,br,,2003,2018,920,26.8,11.7,6.2,1.8,1.1,0.8,.549,.551,.140,.661,71.9,.140
605,2002,NBA,1,8,LAC,Chris Wilcox\wilcoch01,19.301,F,us,University of Maryland,2003,2013,628,19.9,8.2,4.9,0.7,0.5,0.4,.541,.543,.000,.643,26.9,.103
606,2002,NBA,1,9,PHO,Amar'e Stoudemire\stoudam01,19.227,F-C,us,,2003,2016,846,31.0,18.9,7.8,1.2,0.8,1.2,.537,.540,.236,.761,92.5,.169
607,2002,NBA,1,10,MIA,Caron Butler\butleca01,22.110,F,us,University of Connecticut,2003,2016,881,32.2,14.1,5.0,2.3,1.3,0.2,.434,.456,.348,.847,50.9,.086
608,2002,NBA,1,11,WAS,Jared Jeffries\jeffrja01,20.218,F,us,Indiana University,2003,2013,629,21.6,4.8,4.1,1.3,0.7,0.5,.426,.447,.250,.583,13.1,.046
609,2002,NBA,1,12,LAC,Melvin Ely\elyme01,24.061,C,us,California State University Fresno,2003,2014,375,16.0,5.3,3.2,0.7,0.3,0.6,.460,.461,.000,.625,4.0,.032
610,2002,NBA,1,13,MIL,Marcus Haislip\haislma01,21.191,F,us,University of Tennessee,2003,2010,89,9.6,3.5,1.5,0.2,0.2,0.4,.437,.444,.350,.659,0.5,.026
611,2002,NBA,1,14,IND,Fred Jones\jonesfr01,23.113,G-F,us,University of Oregon,2003,2009,430,24.0,7.5,2.2,2.3,0.8,0.3,.411,.445,.353,.809,16.5,.077
612,2002,NBA,1,15,HOU,Bostjan Nachbar\nachbbo01,21.363,F,si,,2003,2008,317,17.8,7.1,2.6,0.9,0.4,0.3,.406,.433,.375,.784,8.7,.074
613,2002,NBA,1,16,PHI,Jiri Welsch\welscji01,22.156,G,cz,,2003,2006,247,18.6,6.1,2.4,1.5,0.8,0.1,.403,.425,.343,.752,5.7,.059
614,2002,NBA,1,17,WAS,Juan Dixon\dixonju01,23.266,G,us,University of Maryland,2003,2009,436,19.5,8.4,1.9,1.8,0.8,0.1,.413,.442,.341,.833,6.1,.034
615,2002,NBA,1,18,ORL,Curtis Borchardt\borchcu01,21.291,C,us,Stanford University,2004,2005,83,13.5,3.1,3.3,0.8,0.2,0.6,.421,.423,.000,.742,1.0,.041
616,2002,NBA,1,19,UTA,Ryan Humphrey\humphry01,22.343,F,us,University of Notre Dame,2003,2005,85,9.1,2.3,2.2,0.2,0.2,0.2,.344,.348,.000,.539,-0.4,-0.027
617,2002,NBA,1,20,TOR,Kareem Rush\rushka01,21.244,G,us,University of Missouri,2003,2010,346,17.2,6.4,1.7,1.0,0.4,0.2,.400,.425,.358,.703,1.7,.013
618,2002,NBA,1,21,POR,Qyntel Woods\woodsqy01,21.135,F,us,Northeast Mississippi Community College,2003,2006,167,12.3,4.1,2.3,0.6,0.4,0.2,.452,.470,.357,.603,1.4,.032
619,2002,NBA,1,22,PHO,Casey Jacobsen\jacobca01,21.104,G-F,us,Stanford University,2003,2008,287,18.5,5.2,1.8,1.1,0.4,0.1,.393,.433,.352,.769,6.2,.056
620,2002,NBA,1,23,DET,Tayshaun Prince\princta01,22.124,F,us,University of Kentucky,2003,2016,1017,31.0,11.1,4.3,2.4,0.6,0.5,.455,.470,.367,.756,63.1,.096
621,2002,NBA,1,24,NJN,Nenad Krstic\krstine01,18.341,C,rs,,2005,2011,419,25.2,10.0,5.4,0.8,0.4,0.7,.494,.495,.143,.730,21.5,.098
622,2002,NBA,1,25,DEN,Frank Williams\willifr02,22.127,G,us,University of Illinois at Urbana-Champaign,2003,2005,86,11.1,2.9,0.9,1.9,0.4,0.1,.352,.376,.300,.833,0.1,.003
623,2002,NBA,1,26,SAS,John Salmons\salmojo01,22.202,G,us,University of Miami,2003,2015,895,26.4,9.3,2.9,2.4,0.8,0.3,.431,.457,.366,.799,33.9,.069
624,2002,NBA,1,27,LAL,Chris Jefferies\jeffech01,22.139,G-F,us,California State University Fresno,2003,2004,72,12.0,3.9,1.2,0.4,0.3,0.3,.383,.394,.365,.667,-0.5,-0.030
625,2002,NBA,1,28,SAC,Dan Dickau\dickada01,23.289,G,us,Gonzaga University,2003,2008,300,15.4,5.8,1.4,2.5,0.5,0.0,.401,.432,.341,.831,5.9,.061
626,2002,NBA,2,30,GSW,Steve Logan,,,,University of Cincinnati,,,,,,,,,,,,,,,
627,2002,NBA,2,31,CHI,Roger Mason\masonro01,21.294,G,us,University of Virginia,2003,2014,518,17.7,6.3,1.7,1.3,0.4,0.1,.408,.435,.383,.866,13.0,.068
628,2002,NBA,2,32,MEM,Robert Archibald\archiro01,22.094,F,gb,University of Illinois at Urbana-Champaign,2003,2004,44,7.5,1.2,1.6,0.4,0.3,0.1,.283,.283,,.429,0.0,-0.004
629,2002,NBA,2,33,DEN,Vincent Yarbrough\yarbrvi01,21.102,G-F,us,University of Tennessee,2003,2003,59,23.4,6.9,2.7,2.2,1.0,0.6,.393,.420,.269,.790,1.0,.035
630,2002,NBA,2,34,MIL,Dan Gadzuric\gadzuda01,24.150,C,nl,University of California Los Angeles,2003,2012,527,14.8,4.7,4.4,0.4,0.5,0.9,.500,.501,.000,.498,15.8,.097
631,2002,NBA,2,35,CLE,Carlos Boozer\boozeca01,20.223,F-C,de,Duke University,2003,2015,861,31.2,16.2,9.5,2.2,0.9,0.4,.521,.522,.071,.722,80.3,.143
632,2002,NBA,2,36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,,
633,2002,NBA,2,37,ATL,David Andersen\anderda03,22.008,C,au,,2010,2011,103,12.3,4.9,2.8,0.6,0.2,0.2,.440,.467,.347,.674,1.5,.059
634,2002,NBA,2,38,HOU,Tito Maddox\maddoti01,21.024,G,us,California State University Fresno,2003,2003,9,3.9,1.2,0.8,0.6,0.3,0.1,.250,.333,.000,.625,0.0,-0.011
635,2002,NBA,2,39,WAS,Rod Grizzard,,,,University of Alabama,,,,,,,,,,,,,,,
636,2002,NBA,2,40,WAS,Juan Carlos Navarro\navarju01,22.018,G,es,,2008,2008,82,25.8,10.9,2.6,2.2,0.6,0.0,.402,.455,.361,.849,1.4,.031
637,2002,NBA,2,41,LAC,Mario Kasun\kasunma01,22.087,C,hr,,2005,2006,73,7.8,2.7,2.6,0.2,0.1,0.2,.467,.470,.000,.636,0.8,.069
638,2002,NBA,2,42,MIL,Ronald Murray\murraro01,22.338,G,us,Shaw University,2003,2010,487,22.7,9.9,2.1,2.3,0.8,0.2,.414,.450,.304,.725,8.5,.037
639,2002,NBA,2,43,POR,Jason Jennings,,,,Arkansas State University,,,,,,,,,,,,,,,
640,2002,NBA,2,44,CHI,Lonny Baxter\baxtelo01,23.156,F,us,University of Maryland,2003,2006,162,11.6,3.9,2.9,0.2,0.2,0.4,.466,.469,.200,.657,2.9,.075
641,2002,NBA,2,45,PHI,Sam Clancy,,,,University of Southern California,,,,,,,,,,,,,,,
642,2002,NBA,2,46,MEM,Matt Barnes\barnema02,22.114,F,us,University of California Los Angeles,2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,.436,.522,.335,.745,42.8,.093
643,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,University of California,2003,2007,72,8.8,2.0,3.4,0.4,0.1,0.4,.491,.495,.000,.537,1.4,.106
644,2002,NBA,2,48,MIL,Chris Owens\owensch01,23.123,F,us,University of Texas at Austin,2003,2003,1,6.0,4.0,1.0,0.0,0.0,0.0,.667,.667,,,0.0,-0.032
645,2002,NBA,2,49,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,,
646,2002,NBA,2,50,BOS,Darius Songaila\songada01,24.138,F,lt,Wake Forest University,2004,2011,495,18.6,6.9,3.4,1.2,0.7,0.2,.499,.501,.158,.844,15.9,.083
647,2002,NBA,2,51,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,,
648,2002,NBA,2,52,MIN,Marcus Taylor,,,,Michigan State University,,,,,,,,,,,,,,,
649,2002,NBA,2,53,MIA,Rasual Butler\butlera01,23.040,F-G,us,La Salle University,2003,2016,809,21.3,7.5,2.4,0.8,0.4,0.5,.403,.437,.362,.747,20.8,.058
650,2002,NBA,2,54,NJN,Tamar Slay\slayta01,22.090,G,us,Marshall University,2003,2005,66,7.8,2.6,1.1,0.5,0.4,0.1,.361,.392,.265,.538,-0.3,-0.029
651,2002,NBA,2,55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,,
652,2002,NBA,2,56,SAS,Luis Scola\scolalu01,22.062,F,ar,,2008,2017,743,25.6,12.0,6.7,1.6,0.6,0.3,.493,.499,.339,.740,45.7,.115
653,2002,NBA,2,57,SAS,Randy Holcomb\holcora01,22.328,F,us,San Diego State University,2006,2006,4,2.8,0.5,0.3,0.0,0.0,0.0,1.000,1.000,,,0.0,.150
654,2002,NBA,2,58,SAC,Corsley Edwards\edwarco01,23.119,F,us,Central Connecticut State University,2005,2005,10,11.0,2.7,2.5,0.3,0.3,0.4,.323,.323,,.583,0.1,.026
655,2001,NBA,1,1,WAS,Kwame Brown\brownkw01,19.114,F,us,,2002,2013,607,22.1,6.6,5.5,0.9,0.5,0.6,.492,.493,.111,.570,20.8,.074
