0,1.220000,0.820
1,1.219999,0.834
2,1.219999,0.870
3,1.219998,0.938
4,1.219995,1.028
5,1.219991,1.092
6,1.219981,1.132
7,1.219963,1.176
8,1.219926,1.202
9,1.219851,1.216
10,1.219702,1.234
11,1.219404,1.252
12,1.218809,1.270
13,1.217617,1.270
14,1.215234,1.270
15,1.210469,1.270
16,1.200937,1.270
17,1.181875,1.270
18,1.143750,1.270
19,1.067500,1.270
20,0.915000,1.270
